ID,诗名,花名,sxhy_heading,sxhy_raw_words,manual_imagery,共有原词,仅诗学含英原词,仅手工词典,共有词数,sxhy_heading_数,sxhy_raw词数,manual词数
857-02,九日晚对菊次容处士韵，是日县主曹侯、二尹邵侯持酒过白沙，李九渊、容贯各馆乡中未还,菊花,关隘|秋晴|上元|春风|新秋|月影|沙|雨|水|天,知老子|黄花|家家|开花|西风|一株|沙|雨|水|天,天|水|沙|细雨|花|西风|香,天|水|沙|西风,一株|家家|开花|知老子|雨|黄花,细雨|花|香,4,10,10,7
858-02,六月菊,菊花,秋|新秋|夏日|悲秋|江湖|伏|冬雨,东篱|西风|夏日|一灯|照影|六月|冷艳|秋,东篱|冷|夏|寒|愁|日|月|枝|灯|秋|莲|菊|西风|霜|香,东篱|秋|西风,一灯|六月|冷艳|夏日|照影,冷|夏|寒|愁|日|月|枝|灯|莲|菊|霜|香,3,7,8,15
859-02,菊花诗,菊花,日|秋山|寒食雨|新秋|秋|春,五色|清高|桃李|西风|秋|春,人|冷|寒|春|桃|清高|秋|西风|陶令|霜,春|清高|秋|西风,五色|桃李,人|冷|寒|桃|陶令|霜,4,6,6,10
860-02,咏 菊,菊花,春|秋,春|秋,寒|崖|幽|春|秋霜|菊|露,春,秋,寒|崖|幽|秋霜|菊|露,1,2,2,7
861-02,江行无题(其四),菊花,旱|江,白日|江,江|白日|菊|馨,江|白日,,菊|馨,2,2,2,4
862-02,江行无题(其九),菊花,春,春,人|春|花|菊,春,,人|花|菊,1,1,1,4
863-02,残 菊,菊花,,,孤|金|香,,,孤|金|香,0,0,0,3
864-02,菊,菊花,秋色|秋径,幽姿|晓露,寒|幽|晓|暮|露,,幽姿|晓露,寒|幽|晓|暮|露,0,2,2,5
865-02,菊 蹊,菊花,山,山,南山|寒|暮|林|酒|露|香,,山,南山|寒|暮|林|酒|露|香,0,1,1,7
866-02,对 菊,菊花,雪意|新秋|浦|秋晴|秋,淅淅|西风|江边|黄花|秋,江|秋|花|西风,秋|西风,江边|淅淅|黄花,江|花,2,5,5,4
867-02,周镐送白菊乞诗(其一),菊花,秋晴|园|雨|江,清风|园|雨|江,江|玉|细雨|金|陶令|风,江,园|清风|雨,玉|细雨|金|陶令|风,1,4,4,6
868-02,周镐送白菊乞诗(其二),菊花,,,枝|相思|芳,,,枝|相思|芳,0,0,0,3
869-02,菊 花,菊花,秋|日,秋|日,日|秋|花|花开|菊,日|秋,,花|花开|菊,2,2,2,5
870-02,华下对酒,菊花,月桂|春风,清香|春风,人|春风|清香|玉|空|酒|镜|露,春风|清香,,人|玉|空|酒|镜|露,2,2,2,8
871-02,庭前菊,菊花,立春|重九,栽红|龙山,兰|山|酒|龙,,栽红|龙山,兰|山|酒|龙,0,2,2,4
872-02,题菊花,菊花,新秋|春|春雨,西风|青帝|桃花,冷|寒|桃花|蝶|西风|香,桃花|西风,青帝,冷|寒|蝶|香,2,3,3,6
873-02,菊 花,菊花,清明|秋|月|天,百花|秋|月|天,天|月|秋|花|花开|金|香,天|月|秋,百花,花|花开|金|香,3,4,4,7
874-02,咏 菊,菊花,重九|秋,重阳|秋,秋|花|菊|蜂|酒|重阳,秋|重阳,,花|菊|蜂|酒,2,2,2,6
875-02,城东寺菊,菊花,秋晴|云|秋,黄花|漠漠|秋,枝|秋|花|蜂,秋,漠漠|黄花,枝|花|蜂,1,3,3,4
876-02,残 菊,菊花,江湖|渔矶|喜雪|秋兴|水|天|春晴,黄昏|风雨|园林|残菊|满地|得一|花心,地|林|枝|花|菊|金|雨|风|黄昏,黄昏,园林|得一|残菊|满地|花心|风雨,地|林|枝|花|菊|金|雨|风,1,7,7,9
877-02,黄 花,菊花,立夏|渔矶|秋色|秋晴|月,芍药|风波|秋色|黄花|月,月|波|秋色|芍药|花|苦|风,月|秋色|芍药,风波|黄花,波|花|苦|风,3,5,5,7
878-02,重阳后看菊花,菊花,月|秋|地|重九|除日立春,寂寞|东篱|泥沙|重阳|一日,东篱|寂寞|日|沙|花|重阳|金|露,东篱|寂寞|重阳,一日|泥沙,日|沙|花|金|露,3,5,5,8
879-02,枯 菊,菊花,祥云|流水|春雨,纷纷|流水|桃花,枝|桃花|流水|空|金,桃花|流水,纷纷,枝|空|金,2,3,3,5
880-02,菊,菊花,春色|新秋|春,花艳|西风|春,春|渊|花|西风,春|西风,花艳,渊|花,2,3,3,4
881-02,咏 菊,菊花,秋风|重九|秋晴,秋风|重阳|黄花,客|秋风|花|酒|重阳,秋风|重阳,黄花,客|花|酒,2,3,3,5
882-02,咏 菊(其一),菊花,秋风|远水|秋晴|雨|春日书怀|风|水|渡|地,落叶|茫茫|黄花|点点|离愁|风|水|渡|地,乐|地|水|渡|离愁|花|落叶|风,地|水|渡|离愁|落叶|风,点点|茫茫|黄花,乐|花,6,9,9,8
883-02,咏 菊(其二),菊花,探春|暮冬|秋|秋光|冬雨|山|园|春,载酒|江梅|菊花|秋光|带雨|山|园|春,台|山|春|梅|江|秋|菊花|酒|雨|雪,山|春|菊花,园|带雨|江梅|秋光|载酒,台|梅|江|秋|酒|雨|雪,3,8,8,10
884-02,画 菊,菊花,清明|苦寒,百花|北风,枝|花|花开|风|香,,北风|百花,枝|花|花开|风|香,0,2,2,5
885-02,九 日,菊花,秋|春晴|秋晴|春日书怀|雨|山,天容|黄花|憔悴|东篱|雨|山|秋,东篱|冷|天|山|流|秋|花|雨,东篱|山|秋|雨,天容|憔悴|黄花,冷|天|流|花,4,6,7,8
886-02,酴醾菊,菊花,游春|秋|秋风|风,人醉|东篱|秋风|风,东篱|人|冷|夜|秋风|翁|酒|金|雪|风|香,东篱|秋风|风,人醉,人|冷|夜|翁|酒|金|雪|香,3,4,4,11
887-02,九日月中对菊，同禧伯郎中赋,菊花,夏日|曝日|雪意|游山,清光|素娥|寒露|幽人,人|寒露|幽|杯|花|苦|金,寒露,幽人|清光|素娥,人|幽|杯|花|苦|金,1,4,4,7
888-02,九月八日对菊,菊花,秋晴|渔矶,黄花|风雨,人|杯|花|雨|风,,风雨|黄花,人|杯|花|雨|风,0,2,2,5
889,野人饷菊有感,菊花,秋风|石洞|秋|冬雨,秋风|野人|菊花|带雨,人|秋风|菊花|野|金|雨|霜,秋风|菊花,带雨|野人,人|野|金|雨|霜,2,4,4,7
890,题画菊,菊花,月|春风,寂寞|春风,人|寂寞|春风|空|芳|霜,寂寞|春风,,人|空|芳|霜,2,2,2,6
891,十日菊,菊花,秋|日|春晓,日|菊花|暖风|秋,凉|日|暖|秋霜|菊花|风,日|菊花,暖风|秋,凉|暖|秋霜|风,2,3,4,6
892,浣溪沙 乾菊,菊花,园|秋兴|雪意|雨,好花|夕阳|梦断|雨,叶|夕阳|寒|枝|燕|花|镜|雨|霜|露|香,夕阳|雨,好花|梦断,叶|寒|枝|燕|花|镜|霜|露|香,2,4,4,11
893,好事近,菊花,秋色|秋|春雨|月|霞|风,秋色|东篱|桃花|月|霞|风,东篱|冷|月|桃花|渊|秋色|金|霜|霞|露|风,东篱|月|桃花|秋色|霞|风,,冷|渊|金|霜|露,6,6,6,11
894,一落索 九日,菊花,秋晴|秋|新秋|秋风|远水|重九|云,黄花|东篱|西风|叶下|渺渺|重阳|云|秋,东篱|云|亭|冷|叶|孤|帘|愁|秋|花|西风|重阳|香,东篱|云|秋|西风|重阳,叶下|渺渺|黄花,亭|冷|叶|孤|帘|愁|花|香,5,7,8,13
895,阮郎归 菊花,菊花,九日|冬雨|秋,九日|烹茶|秋,人|日|秋|花|花开|酒|香,秋,九日|烹茶,人|日|花|花开|酒|香,1,3,3,7
896,卖花声,菊花,秋|春日书怀|溪,秋|菊花|东篱|古意|溪,东篱|人|墨|客|寒|溪|灯|秋|花|菊|菊花|鸟,东篱|溪|秋|菊花,古意,人|墨|客|寒|灯|花|菊|鸟,4,3,5,12
897,鹧鸪天,菊花,秋暮|秋雨|水声|春风|喜雪|秋晴|悲秋|春色,菊枝|破晓|风前|吹雨|歌扇|黄花|白发|傍人,人|冷|寒|晓|杯|枝|横笛|欢|白发|花|菊|酒|雨|风,白发,傍人|吹雨|歌扇|破晓|菊枝|风前|黄花,人|冷|寒|晓|杯|枝|横笛|欢|花|菊|酒|雨|风,1,8,8,14
898,鹧鸪天 桃花菊,菊花,送春|春色|秋光|河|秋阴|春夜|秋|梅溪|天|月,留连|春色|秋光|千年|薄雾|繁霜|东篱|武陵|天|月,东篱|人间|天上|春色|月|秋|陶潜|雾|霜,东篱|春色|月,千年|天|武陵|留连|秋光|繁霜|薄雾,人间|天上|秋|陶潜|雾|霜,3,10,10,9
899,南乡子,菊花,秋|山|待月|月|春阴,东篱|翠微|登临|寂寞|花愁,东篱|人|壶|客|寂寞|怨|悲|愁|枝|空|花|菊|蝶|酒,东篱|寂寞,登临|翠微|花愁,人|壶|客|怨|悲|愁|枝|空|花|菊|蝶|酒,2,5,5,14
900,小桃红 咏小桃红菊花,菊花,夏风|藓径|春日书怀|渡口|冬日|秋风|春风|游山|秋|春|天,拂拂|斑斑|红雨|问津|气暖|秋风|春风|幽人|秋|春|天,人|佳人|天|孤|幽|恨|春|春风|暖|桃|津|秋|秋风|花|莺|雨|霜,天|春|春风|秋|秋风,幽人|拂拂|斑斑|气暖|红雨|问津,人|佳人|孤|幽|恨|暖|桃|津|花|莺|雨|霜,5,11,11,17
901,老少年,雁来红,春,春,春|枝|花|草|霜,春,,枝|花|草|霜,1,1,1,5
902,雁来红,雁来红,园|月|天|春,红紫|月|天|春,天|少年|春|月|枝|空|雁,天|春|月,红紫,少年|枝|空|雁,3,4,4,7
903,绛都春 雁来红,雁来红,雨|秋风|十六夜月|新秋|如昼|清明|斜阳|春雨|秋|罗|霞|月|天,落叶|昨夜|西风|至晓|啼鹃|点点|泪痕|斜阳|桃花|秋|罗|霞|月|天,凉|夜|天涯|帷|晓|月|枝|桃花|泪|灯|相思|秋|空|筝|芳|落叶|西风|雁|霞|鹃,月|桃花|秋|落叶|西风|霞,啼鹃|天|斜阳|昨夜|泪痕|点点|罗|至晓,凉|夜|天涯|帷|晓|枝|泪|灯|相思|空|筝|芳|雁|鹃,6,13,14,20
904,山茶花树子贈李延老,山茶花,喜雪|春径|冬|春|天|尘|地|园,玉杯|朱栏|冬|春|天|尘|地|园,冬|台|地|天|客|寒|春|杯|梅|槐|玉|花|雪|霰,冬|地|天|春,园|尘|朱栏|玉杯,台|客|寒|杯|梅|槐|玉|花|雪|霰,4,8,8,14
905,茶轩为陈惟寅赋,山茶花,春郊|游山|送春|烟|水,游蜂|幽人|残红|烟|水,人|冰|幽|恨|晓|水|烟|芳|蜂|雪|露|香,水|烟,幽人|残红|游蜂,人|冰|幽|恨|晓|芳|蜂|雪|露|香,2,5,5,12
906,和子由柳湖久涸，忽有水，开元寺山茶旧无花，今岁盛开二首 （其二）,山茶花,守岁|秋日|园|除夜|石|雨,守岁|寒叶|花深|明年|石|雨,叶|寒|松|灯|石|花|雨|雪|鹤,石|雨,守岁|寒叶|明年|花深,叶|寒|松|灯|花|雪|鹤,2,6,6,9
907,山 茶,山茶花,渡|水声|月,丹砂|风前|月,月|雪|风,月,丹砂|风前,雪|风,1,3,3,3
908,山 茶,山茶花,云|山,重叠|山,人|山|雪,山,重叠,人|雪,1,2,2,3
909,邵伯梵行寺山茶,山茶花,霞|山|雨,烂红|山|雨,人|山|细雨|雪,山,烂红|雨,人|细雨|雪,1,3,3,4
910,玉茗花,山茶花,夏风,飘飘,人间|客|枝,,飘飘,人间|客|枝,0,1,1,3
911,山 茶,山茶花,渔矶|江|池|山|风,烟雨|江|池|山|风,人|枝|江南|烟雨|空山|雪|风,烟雨|风,山|江|池,人|枝|江南|空山|雪,2,5,5,7
912,阻风南露筋过罗汉寺登楼看山茶,山茶花,清明|早春|霞|野|春|日|山,清明|东风|晚晴|野|春|日|山,东风|山|日|春|清明|酒|野,东风|山|日|春|清明|野,晚晴,酒,6,7,7,7
913,白山茶,山茶花,喜雪|春,玉杯|春,凌寒|叶|春|杯|玉|酒|露,春,玉杯,凌寒|叶|杯|玉|酒|露,1,2,2,7
914,山茶花,山茶花,月|早春|春寒,玉盘|东风|春寒,东风|寒|春|枝|玉,东风,春寒|玉盘,寒|春|枝|玉,1,3,3,5
915,木兰花慢 红山茶,山茶花,霞|风|苦热|雪意|春雨|云|夏夜|山|日|天|腊|春,风|张火伞|垂垂|花房|冉冉|绛云|月明|山|日|霞|天|腊|春,云|叶|天|山|日|春|月|木棉花|枝|牡丹|玉|珠|花|霞|风|鹤,天|山|日|春|霞|风,冉冉|垂垂|张火伞|月明|绛云|腊|花房,云|叶|月|木棉花|枝|牡丹|玉|珠|花|鹤,6,12,13,16
916,拒霜花,木芙蓉,秋|寒食雨|秋日|春日书怀|春,含风|桃李|菊花篱|憔悴|秋|春,兰|春|晓|根|桃|秋|芳|菊花|霜|风|香,春|秋,含风|憔悴|桃李|菊花篱,兰|晓|根|桃|芳|菊花|霜|风|香,2,5,6,11
917,王伯扬所藏赵昌芙蓉,木芙蓉,秋凉|雾|潮|衡山|秋色|秋风|溪|野|池,清飚|拂林|积水|芙蓉|幽姿|凄凉|溪|野|池,人|凉|剑|少年|幽|暮|林|水|溪|芙蓉|花|莲|菊|野|霜,溪|芙蓉|野,凄凉|幽姿|拂林|池|清飚|积水,人|凉|剑|少年|幽|暮|林|水|花|莲|菊|霜,3,9,9,15
918,拒 霜,木芙蓉,初冬|秋风|潮|冬风|春晓|新秋,霜花|凄凉|天地|肃杀|露湿|西风,人|凉|地|天|芬|花|芳|草|西风|霜|露,西风,凄凉|天地|肃杀|霜花|露湿,人|凉|地|天|芬|花|芳|草|霜|露,1,6,6,11
919,芙蓉沜,木芙蓉,秋色|秋兴|霞|秋暮|待月,摇落|秋色|临水|幽姿|为裳|江上|夕阳|霞,夕阳|幽|林|水|江|秋色|芳|锦|霜|霞,夕阳|秋色|霞,临水|为裳|幽姿|摇落|江上,幽|林|水|江|芳|锦|霜,3,5,8,10
920,木芙蓉,木芙蓉,江|药园|秋,江|成丛|秋,江|江南|秋,江|秋,成丛,江南,2,3,3,3
921,木芙蓉,木芙蓉,秋径|春色|秋风|春,晓露|浓绿|秋风|春,冷|喜|春|晓|秋风|芳|露,春|秋风,晓露|浓绿,冷|喜|晓|芳|露,2,4,4,7
922,木芙蓉下招客饮,木芙蓉,沙|华山|秋|水,江头|莲花|秋|水,凉|客|杯|水|江|秋|莲|莲花|酒,水|秋|莲花,江头,凉|客|杯|江|莲|酒,3,4,4,9
923,木芙蓉,木芙蓉,衡山|虹|水,芙蓉|美人|水,木芙蓉|水|美人|镜|露,水|美人,芙蓉,木芙蓉|镜|露,2,3,3,5
924,木芙蓉,木芙蓉,梅雨|衡山,一番|芙蓉,林|芙蓉|芳|霜,芙蓉,一番,林|芳|霜,1,2,2,4
925,芙 蓉,木芙蓉,衡山|春日书怀|霞|除夜,芙蓉|憔悴|照水|明年,枝|水|翁|芙蓉|霜,芙蓉,憔悴|明年|照水,枝|水|翁|霜,1,4,4,5
926,拒 霜,木芙蓉,喜雪|新秋|潮|冬风|秋,黄叶|西风|天地|肃杀|青女,地|天|西风|黄叶,西风|黄叶,天地|肃杀|青女,地|天,2,5,5,4
927,窗前木芙蓉,木芙蓉,秋兴|秋|送春,寒花|青女|留连,孤|客|寒|怨|愁|花|苦,,寒花|留连|青女,孤|客|寒|怨|愁|花|苦,0,3,3,7
928,木芙蓉,木芙蓉,遇雨|新秋|春|日|秋,冷落|西风|春|日|秋,冷|日|春|秋|花|西风|露,日|春|秋|西风,冷落,冷|花|露,4,5,5,7
929,木芙蓉,木芙蓉,秋暮|月|云|山|雨,宋玉愁|月|云|山|雨,云|山|愁|旌|月|渚|玉|雨,云|山|月|雨,宋玉愁,愁|旌|渚|玉,4,5,5,8
930,少年游,木芙蓉,衡山|新秋|赏日|秋,芙蓉|西风|当歌|秋,兰|怨|枝|欢|秋|芙蓉|芳|西风|酒|金|霜,秋|芙蓉|西风,当歌,兰|怨|枝|欢|芳|酒|金|霜,3,4,4,11
931,卜算子 并涧顷种木芙蓉九月旦盛开,木芙蓉,早春|雨|水|烟,东风|雨|水|烟,东风|晓|水|波|流|烟|雨|霜,东风|水|烟|雨,,晓|波|流|霜,4,4,4,8
932,菩萨蛮 苏堤芙蓉,木芙蓉,夏日途中|星|新秋|秋暮|秋|风|日|桥|烟,红云|流石|西风|水寒|秋|风|日|桥|烟,云|寒|日|桥|水|波|流|烟|石|秋|西风|锦|露|风|香,日|桥|烟|秋|西风|风,水寒|流石|红云,云|寒|水|波|流|石|锦|露|香,6,9,9,15
933,婆罗门引,木芙蓉,霞|日|水|衡山|春晓|游春|新秋|秋兴|秋色|月|天|烟,水|照水|芙蓉|露湿|十里|步障|西风|夕阳|秋色|寂寞|霞|日|天|烟,人|夕阳|天|寂寞|愁|日|晓|暮|木芙蓉|水|烟|秋色|空|花|西风|锦|霞|露,夕阳|天|寂寞|日|水|烟|秋色|西风|霞,十里|步障|照水|芙蓉|露湿,人|愁|晓|暮|木芙蓉|空|花|锦|露,9,12,14,18
934,酷相思,木芙蓉,春色|梅溪|秋色,花光|红影|秋色,人|愁|杯|楼|泪|秋色|花|酒,秋色,红影|花光,人|愁|杯|楼|泪|花|酒,1,3,3,8
935,咏甘菊,甘菊,初冬|泰山|初日|秋雨|喜雪|游春|云|山|春|天,始寒|长松|晨光|秋雨|黄叶|香风|扬扬|山|春|天,人|壶|天|孤|寒|寒霜|山|恨|春|晨|松|根|珠|秋雨|空|芳|草|菊|蝶|酒|风|香|黄叶,天|山|春|秋雨|黄叶,始寒|扬扬|晨光|长松|香风,人|壶|孤|寒|寒霜|恨|晨|松|根|珠|空|芳|草|菊|蝶|酒|风|香,5,10,10,23
936,叹庭前甘菊花,甘菊,假山|重九|秋|春暮|秋径|苦寒|日,庭前|重阳|萧条|残花|野外|风霜|日,叶|日|枝|根|残花|甘菊|空|芳|重阳|野|霜|风,日|残花|重阳,庭前|萧条|野外|风霜,叶|枝|根|甘菊|空|芳|野|霜|风,3,7,7,12
937,野 菊,野菊,春晴|秋声|游山|野|秋,蝶舞|蛩吟|幽人|野|秋,人|哀|夜|寒|幽|杯|秋|花|草|蝶|野菊|霜,秋,幽人|蛩吟|蝶舞|野,人|哀|夜|寒|幽|杯|花|草|蝶|野菊|霜,1,5,5,12
938,十日取野菊从酒,野菊,春晴|悲秋|上元|渔矶|野|日|山,花心|家千里|九华|风雨|野|日|山,今日|千里|客|山|暮|花|菊|酒|野|雨|风,山|野,九华|家千里|日|花心|风雨,今日|千里|客|暮|花|菊|酒|雨|风,2,7,7,11
939,野菊,野菊,园|云|江湖|武夷山,冉冉|涓涓|紫云|移花|园,云|夕|寒|悲|暮|泪|竹|花|芳|苦|蝉|雁|霜|香,,冉冉|园|涓涓|移花|紫云,云|夕|寒|悲|暮|泪|竹|花|芳|苦|蝉|雁|霜|香,0,4,5,14
940,野菊座主闲闲公命作,野菊,河|秋色|悲秋|云峰|烟|春,千年|秋色|晚景|题诗|烟|春,人|寒|幽|春|暮|桑|烟|秋色|菊|蝶|霜,春|烟|秋色,千年|晚景|题诗,人|寒|幽|暮|桑|菊|蝶|霜,3,6,6,11
941,野菊再奉座主闲闲公命作,野菊,新秋|悲秋|蔬园|山,晚景|晚花|霜露|西风|山,人|南山|花|芳|蝴蝶|西风|霜|露,西风,山|晚景|晚花|霜露,人|南山|花|芳|蝴蝶|霜|露,1,4,5,8
942,野 菊,野菊,秋水|山|石,秋水|山|石,冷|山|水|石|秋|香,山|石,秋水,冷|水|秋|香,2,3,3,6
943,戏 笔,野菊,野|天,野|天,天|客|愁|野菊|金,天,野,客|愁|野菊|金,1,2,2,5
944,野 菊,野菊,秋,秋,人|寒|秋|花|芳,秋,,人|寒|花|芳,1,1,1,5
945,如梦令,野菊,候|夏|春风|秋|野,亭亭|荷风|开花|东篱|野,东篱|亭|杯|柳|花|荷|酒|野菊|露|风,东篱,亭亭|开花|荷风|野,亭|杯|柳|花|荷|酒|野菊|露|风,1,5,5,10
946,红 梅,红梅,春|星|果园|江湖|秋风|残月|渔矶|旱|梅溪|天|山|烟,春|红梅|横枝|萧索|淡淡|东君|风月|光风|绛雪|有无|天|山|烟|星,夜|天|客|山|愁|春|月|林|枝|根|楼|灯|烟|红梅|花|芳|酒|雪|风|香,天|山|春|烟|红梅,东君|光风|星|有无|横枝|淡淡|绛雪|萧索|风月,夜|客|愁|月|林|枝|根|楼|灯|花|芳|酒|雪|风|香,5,12,14,20
947,岭上红梅,红梅,春风|寒食雨|月|游春|清明|雾|雨|江|日,春风|桃李|寂寞|倾城|游子|雾|雨|江|日,客|寂寞|愁|日|春风|暮|松|枝|桃|江南|游子|空|竹|花|谷|雨|雾,寂寞|日|春风|游子|雨|雾,倾城|桃李|江,客|愁|暮|松|枝|桃|江南|空|竹|花|谷,6,9,9,17
948,红 梅,红梅,待月|溪|春|野|山|园,江上|溪|春|野|山|园,人|寒|山|春|暖|杏|梅|江|溪|笛|野,山|春|溪|野,园|江上,人|寒|暖|杏|梅|江|笛,4,6,6,11
949,红 梅,红梅,果园|春日书怀|春,红桃|绿叶|春,冰|叶|孤|寒|愁|春|杏|枝|桃|梅|玉|酒|雪|霜,春,红桃|绿叶,冰|叶|孤|寒|愁|杏|枝|桃|梅|玉|酒|雪|霜,1,3,3,14
950,红 梅,红梅,寒食雨|春风|潮,桃李|春风|潮,寒|春风|桃|潮|酒,春风|潮,桃李,寒|桃|酒,2,3,3,5
951,红 梅,红梅,游春|春,香风|花雨|春,春|玉|花|雨|风|香,春,花雨|香风,玉|花|雨|风|香,1,2,3,6
952,红 梅,红梅,江|春|雨,江|春|雨,人|春|江南|玉|箫|雨,春|雨,江,人|江南|玉|箫,2,3,3,6
953,红 梅,红梅,梅溪|池,绛雪|池,人|寒|枝|雪,,池|绛雪,人|寒|枝|雪,0,2,2,4
954,红 梅,红梅,冬雨|溪|春|园|风,梅花|溪|春|园|风,人|春|梅花|溪|翁|雪|风,春|梅花|溪|风,园,人|翁|雪,4,5,5,7
955,红 梅,红梅,冬|早春|风,岁寒|东风|风,东风|冰|寒|流|风,东风|风,岁寒,冰|寒|流,2,3,3,5
956,红梅四首(其一),红梅,石|烟|山|罗,石|烟|山|罗,人|凤|山|烟|玉|石|花,山|烟|石,罗,人|凤|玉|花,3,4,4,7
957,红梅四首(其二),红梅,步月|如昼|药园|春风|池|江,步月|半夜|香露|春风|池|江,冷|夜|春风|月影|江南|玉|瑶池|酒|露|香,春风,半夜|步月|江|池|香露,冷|夜|月影|江南|玉|瑶池|酒|露|香,1,6,6,10
958,红梅四首(其三),红梅,早春|月影|水,东风|月影|水,东风|月影|水|湖|花|蛱蝶|酒|香,东风|月影|水,,湖|花|蛱蝶|酒|香,3,3,3,8
959,题延平刘郎中廷信所藏红梅,红梅,秋色|春色|春径|水|春,水清|花艳|春光|水|春,春|水|湖|花,春|水,春光|水清|花艳,湖|花,2,5,5,4
960,题红梅,红梅,春郊|梅溪|风,酒旗|断桥|风,人|旗|杏花|枝|桥|酒|风,风,断桥|酒旗,人|旗|杏花|枝|桥|酒,1,3,3,7
961,鹊桥仙 种红梅一株于竹下赋此,红梅,风|十六夜月|早春|盆池|上元|烟|秋,萧萧|昨夜|天寒|苔痕|翠袖|烟|秋,夜|天|孤|寒|怨|烟|秋|空|苦|龙,烟|秋,天寒|昨夜|翠袖|苔痕|萧萧,夜|天|孤|寒|怨|空|苦|龙,2,7,7,10
962,留春 令,红梅,秋夜|渔矶|松径|江湖|春|江,夜寒|风月|风韵|黄昏|春|江,冷|夜|寒|春|月|杏花|江南|玉|竹|雪|风|黄昏,春|黄昏,夜寒|江|风月|风韵,冷|夜|寒|月|杏花|江南|玉|竹|雪|风,2,6,6,12
963,玉楼春,红梅,水帘|日|霞|春|罗,岭头|日|霞|春|罗,冰|冷|岭|日|春|杏|桃|炉|玉|酒|霞|香,日|春|霞,岭头|罗,冰|冷|岭|杏|桃|炉|玉|酒|香,3,5,5,12
964,蝶恋花,红梅,梅溪|上元|雨|春|月|桥|溪|江,两岸|游人|武陵|点点|东君|月|桥|溪|江,人|冰|岸|月|枝|桥|江南|溪|花|霜|香,月|桥|溪,东君|两岸|武陵|江|游人|点点,人|冰|岸|枝|江南|花|霜|香,3,8,9,11
965,小重山令 赋潭州红梅,红梅,早春|月|春|云,东风|月|春|云,东风|云|人|冷|幽|愁|春|月|枝|相思|花|香,东风|云|春|月,,人|冷|幽|愁|枝|相思|花|香,4,4,4,12
966,定风波 咏红梅,红梅,果园|春晴|春日书怀,红桃|物态|绿叶,冰|叶|孤|杏|枝|桃|梅|酒|雪|霜,,物态|红桃|绿叶,冰|叶|孤|杏|枝|桃|梅|酒|雪|霜,0,3,3,10
967,王充道送水仙花五十枝,水仙花,江湖|石洞|残星|秋兴|游春|桥|尘|水|月|山,凌波|仙子|盈盈|寒花|倾城|大江|尘|水|月|山,寒|山|愁|月|梅|水|江|波|花|香,山|月|水,仙子|倾城|凌波|大江|寒花|尘|盈盈,寒|愁|梅|江|波|花|香,3,10,10,10
968,水仙花,水仙花,除夜|秋暮|秋晴|十六夜月|风|月,岁华|摇落|清风|婵娟|风|月,客|幽|月|玉|翁|露|风,月|风,婵娟|岁华|摇落|清风,客|幽|玉|翁|露,2,6,6,7
969,题赵子固水墨双钩水仙卷,水仙花,旱|秋风|喜雪|沙|月,草枯|秋风|铜盘|沙|月,人|兰|冰|夜|月|沙|湖|秋风|草|香,月|沙|秋风,草枯|铜盘,人|兰|冰|夜|湖|草|香,3,5,5,10
970,水 仙(其一),水仙花,十六夜月|药园|残星|江湖,婵娟|馥郁|盈盈|凌波,波|玉,,凌波|婵娟|盈盈|馥郁,波|玉,0,4,4,2
971,水 仙(其二),水仙花,冬,寒柯,寒|玉|花,,寒柯,寒|玉|花,0,1,1,3
972,水仙花,水仙花,寒食雨|夏夜|秋暮|雪意|曝日|秋,桃李|明月|寒霜|夜静|素娥|青女,冰|夜|寒霜|明月|桃|梅|雪,寒霜|明月,夜静|桃李|素娥|青女,冰|夜|桃|梅|雪,2,6,6,7
973,以水仙供都运判院,水仙花,观涨|雪意|江湖|石洞|雾|云,玉壶|寒露|凌波|仙子|雾|云,云|佳人|壶|寒露|幽|波|玉|谷|阁|雾,云|寒露|雾,仙子|凌波|玉壶,佳人|壶|幽|波|玉|谷|阁,3,6,6,10
